Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	0	17	26	6	25	0
V2	29	69	16	100	107	33
V3	46	17	40	16	13	76
V4	46	62	12	32	134	0
V5	99	10	32	18	4	30
V6	217	186	9	2	31	7
V7	0	0	0	61	125	13
V8	64	3	37	1	53	9
V9	0	18	15	106	0	0
V10	15	60	4	34	291	17
V11	14	163	0	0	10	31
V12	0	45	38	6	6	0
V13	113	1	5	6	46	2
V14	489	211	1	24	113	3
V15	26	39	160	52	32	25
V16	54	0	33	24	0	0
V17	99	34	9	34	20	22
V18	0	119	13	18	0	0
V19	0	73	55	0	11	11
V20	84	14	6	5	21	52
V21	31	0	0	126	138	17
V22	115	164	1	7	50	3
V23	20	17	152	68	14	0
V24	0	24	42	15	134	0
V25	85	14	155	65	1	2
V26	28	33	0	0	69	0
V27	58	0	191	15	76	0
V28	6	17	42	10	6	6
V29	9	28	1	240	8	10
V30	9	10	3	262	84	118
V31	8	0	25	30	29	9
V32	20	83	103	29	2	7
V33	27	49	2	102	33	10
V34	113	13	35	22	6	143
V35	157	54	237	59	45	50
V36	77	79	197	5	5	4
V37	70	77	12	1	2	1
V38	28	0	4	40	21	0
V39	0	18	8	4	16	4
V40	4	77	14	20	39	7
V41	63	70	104	22	166	3
V42	0	74	552	0	0	125
V43	78	224	6	132	3	23
V44	151	62	107	174	0	0
V45	36	32	4	67	36	22
V46	4	480	17	7	7	134
V47	0	50	26	8	38	0
V48	62	0	0	9	0	0
V49	118	17	0	0	0	30
V50	42	41	3	59	2	28
V51	191	82	70	14	6	12
V52	0	0	69	0	21	7
V53	6	85	1	8	15	54
V54	0	128	7	12	51	0
V55	156	0	141	0	0	0
V56	36	79	1	5	4	9
V57	69	46	43	43	15	59
V58	55	13	15	83	0	0
V59	0	31	462	140	0	0
V60	0	0	74	43	0	0
V61	111	8	2	31	140	16
V62	4	511	176	59	130	1
V63	347	0	76	0	190	35
V64	9	6	55	3	10	2
V65	336	2	32	10	9	17
V66	0	454	25	0	0	0
V67	411	0	0	32	0	0
V68	106	24	73	34	0	0
V69	219	528	11	25	94	41
V70	14	0	0	48	7	24
V71	189	183	50	0	14	0
V72	89	5	182	6	1	11
V73	0	0	28	193	21	0
V74	60	0	164	94	0	37
V75	149	60	26	5	92	11
V76	29	9	88	18	100	69
V77	81	143	20	16	174	31
V78	0	0	28	4	0	39
V79	55	17	174	86	2	51
V80	57	44	94	130	16	111
V81	55	1	38	20	8	50
V82	252	4	227	228	8	138
V83	0	0	0	94	30	111
V84	24	30	364	1	4	4
V85	24	25	7	0	6	27
V86	0	0	0	196	0	55
V87	79	33	81	33	0	0
V88	59	16	3	184	1	4
V89	0	27	74	125	89	15
V90	381	108	12	8	13	14
V91	6	15	42	78	55	21
V92	22	58	35	148	141	8
V93	0	74	19	0	29	22
V94	55	46	6	66	3	172
V95	8	107	17	48	12	1
V96	2	78	21	122	1	3
V97	22	0	6	0	7	61
V98	55	27	53	12	91	67
V99	22	21	29	19	7	44
V100	148	3	10	37	51	30
