Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	0	147	9	0	10	0
V2	41	53	14	185	27	4
V3	2	105	49	50	14	12
V4	82	2	41	26	175	43
V5	247	4	7	10	29	149
V6	0	202	6	0	0	47
V7	15	1	121	4	3	40
V8	8	78	6	115	46	6
V9	68	70	4	29	37	7
V10	29	70	21	87	1	24
V11	39	0	15	0	200	21
V12	10	21	28	127	69	2
V13	129	10	51	257	116	92
V14	0	46	28	37	0	110
V15	3	3	7	121	6	1
V16	9	17	0	6	69	0
V17	0	31	0	15	20	63
V18	8	144	23	6	69	8
V19	8	0	14	0	0	44
V20	72	1	124	34	4	5
V21	42	0	23	132	15	0
V22	655	0	0	0	0	0
V23	235	18	0	0	167	0
V24	23	7	3	24	0	0
V25	0	84	8	76	23	6
V26	417	0	0	39	43	0
V27	0	31	15	123	0	25
V28	94	32	97	0	38	15
V29	89	27	108	0	0	23
V30	15	45	113	157	2	27
V31	0	0	5	62	0	3
V32	0	207	77	136	0	64
V33	47	7	26	28	9	4
V34	1	23	430	6	53	1
V35	35	9	2	3	21	37
V36	35	70	61	39	31	14
V37	22	7	0	7	11	0
V38	23	0	16	7	11	27
V39	44	6	5	145	74	9
V40	18	0	6	63	50	88
V41	2	0	26	13	7	17
V42	7	15	0	0	35	95
V43	114	40	179	19	62	215
V44	63	421	1	11	30	35
V45	13	0	69	118	0	0
V46	12	0	0	25	39	4
V47	0	140	34	49	8	35
V48	0	19	97	0	97	25
V49	197	69	48	72	79	7
V50	53	0	4	0	57	7
V51	0	353	36	142	25	9
V52	41	376	14	45	0	34
V53	108	301	55	49	103	9
V54	28	9	3	60	36	125
V55	22	225	32	35	280	49
V56	2	26	49	1	4	15
V57	52	9	35	88	19	18
V58	82	17	66	46	56	7
V59	131	33	222	20	47	20
V60	0	17	118	0	0	5
V61	5	44	3	2	73	57
V62	134	6	43	23	10	169
V63	0	0	20	95	72	5
V64	0	19	0	31	71	0
V65	39	0	72	24	11	0
V66	76	4	83	3	13	202
V67	29	40	157	38	4	23
V68	2	5	0	0	13	29
V69	17	6	52	23	1	100
V70	14	92	19	0	228	65
V71	135	156	74	10	71	6
V72	234	0	131	0	0	0
V73	26	136	49	248	3	6
V74	0	69	9	11	0	0
V75	10	5	46	0	3	0
V76	7	86	2	334	1	64
V77	123	7	174	59	218	8
V78	314	83	194	0	0	0
V79	128	30	71	106	43	10
V80	246	1	395	51	12	19
V81	44	92	75	133	26	27
V82	199	18	5	15	0	21
V83	79	12	5	68	17	0
V84	1	33	6	3	107	10
V85	39	163	58	16	1	6
V86	146	66	5	128	34	11
V87	462	16	124	60	14	55
V88	60	11	14	17	12	56
V89	0	0	81	24	68	29
V90	206	21	33	10	39	95
V91	36	12	37	60	41	10
V92	77	65	61	27	216	12
V93	2	10	78	3	47	11
V94	0	70	27	0	124	8
V95	0	243	171	0	0	0
V96	131	32	20	2	32	4
V97	0	0	38	0	0	197
V98	26	21	1	7	1	173
V99	118	35	55	8	10	18
V100	149	80	29	6	4	388
