Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	43	4	10	5	27	7
V2	0	2	5	8	11	87
V3	30	194	10	102	7	5
V4	12	5	40	1	3	1
V5	0	25	6	164	23	35
V6	0	32	10	142	0	0
V7	12	4	43	22	0	58
V8	29	1	23	219	43	58
V9	0	33	19	32	24	82
V10	18	31	32	3	15	3
V11	1	9	22	57	2	14
V12	22	7	17	0	104	24
V13	0	35	100	72	1	28
V14	40	16	52	2	8	2
V15	37	19	6	35	0	17
V16	0	38	23	14	1	13
V17	209	52	12	95	31	0
V18	6	0	1	0	9	39
V19	248	16	5	17	25	17
V20	13	30	44	35	3	22
V21	22	167	86	14	91	2
V22	198	47	243	104	0	44
V23	7	189	2	44	4	6
V24	0	123	295	0	34	18
V25	252	2	10	304	11	35
V26	55	6	70	54	188	7
V27	43	57	116	191	0	0
V28	29	404	1	129	0	26
V29	146	11	31	22	15	6
V30	7	62	206	87	2	290
V31	28	223	221	213	0	12
V32	40	19	68	7	3	3
V33	8	2	33	8	87	25
V34	118	116	1	36	82	53
V35	7	11	40	80	17	12
V36	43	14	1	18	7	2
V37	14	34	0	1	2	5
V38	14	1	14	25	431	2
V39	471	108	3	81	59	34
V40	3	6	40	2	116	160
V41	78	25	1	3	0	5
V42	11	117	105	188	0	65
V43	109	2	0	9	2	3
V44	85	0	14	52	12	8
V45	7	97	2	5	190	146
V46	51	8	7	14	134	9
V47	55	50	5	1	57	17
V48	72	183	18	83	1	38
V49	19	28	51	62	19	8
V50	27	32	39	115	0	5
V51	0	25	8	25	80	21
V52	84	31	3	75	60	0
V53	20	51	9	62	34	0
V54	15	110	126	11	9	8
V55	9	1	8	13	3	1
V56	3	62	5	49	235	63
V57	62	46	2	7	4	3
V58	27	70	31	13	83	75
V59	11	58	15	56	37	5
V60	77	8	75	70	15	140
V61	52	46	40	34	49	97
V62	2	293	47	24	34	61
V63	9	20	14	3	11	0
V64	66	62	3	2	3	91
V65	1	99	44	4	1	39
V66	64	13	105	58	3	112
V67	0	41	0	84	159	58
V68	8	40	10	167	22	11
V69	148	44	48	53	6	34
V70	2	12	0	13	1	2
V71	215	21	184	44	13	43
V72	13	67	4	0	21	92
V73	2	130	23	49	44	88
V74	254	123	9	59	9	27
V75	86	166	126	135	3	13
V76	0	0	4	0	1	28
V77	26	13	57	96	13	0
V78	77	24	1	10	43	0
V79	6	104	10	0	1	14
V80	0	18	275	51	8	0
V81	15	31	41	2	118	0
V82	219	27	102	0	4	1
V83	88	5	446	1	0	121
V84	10	58	18	14	3	68
V85	39	47	12	6	27	19
V86	2	4	30	11	6	5
V87	8	4	21	6	33	5
V88	26	0	13	7	21	26
V89	16	31	41	37	1	19
V90	270	0	6	29	13	9
V91	125	60	11	0	209	14
V92	14	147	21	10	11	0
V93	0	29	18	31	12	13
V94	42	79	53	28	103	3
V95	8	63	5	5	3	16
V96	18	11	30	2	177	33
V97	256	0	33	14	0	34
V98	14	39	4	1	45	7
V99	30	319	128	20	0	0
V100	443	25	11	14	0	58
