Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	8	0	1	6	8	4
V2	24	55	30	43	64	143
V3	13	9	0	150	51	29
V4	17	18	48	1	5	26
V5	80	240	53	3	3	22
V6	36	34	10	9	130	107
V7	333	1	3	7	0	0
V8	12	7	10	102	60	34
V9	135	68	6	40	89	3
V10	189	3	0	19	21	150
V11	72	76	0	77	12	57
V12	106	8	19	323	3	57
V13	21	44	113	42	32	46
V14	0	2	21	254	19	20
V15	84	22	2	0	37	1
V16	11	191	6	22	206	238
V17	11	60	238	37	32	75
V18	23	3	1299	14	87	46
V19	70	26	13	3	84	2
V20	143	12	31	12	95	13
V21	10	4	72	31	16	9
V22	6	82	27	32	98	1
V23	158	101	76	4	190	34
V24	0	41	5	132	5	2
V25	46	0	27	26	9	3
V26	12	37	52	74	84	0
V27	0	154	17	6	122	11
V28	1	31	1	17	1	29
V29	59	194	43	8	4	11
V30	10	62	43	64	0	36
V31	17	176	31	197	21	7
V32	24	205	47	28	58	63
V33	9	111	114	15	9	5
V34	17	30	8	33	49	84
V35	451	301	36	60	16	12
V36	24	16	8	3	9	51
V37	9	52	6	85	71	95
V38	18	81	29	217	14	55
V39	133	28	2	174	255	89
V40	14	118	55	48	14	40
V41	9	2	8	16	98	130
V42	221	44	11	35	0	20
V43	124	5	100	52	82	26
V44	20	11	161	49	33	3
V45	89	25	8	17	248	152
V46	99	5	37	1	20	2
V47	209	29	4	9	53	27
V48	65	154	42	18	0	132
V49	0	9	17	0	2	8
V50	44	121	17	43	3	122
V51	86	17	12	49	11	0
V52	82	57	7	12	79	26
V53	109	1	36	9	25	180
V54	94	2	21	7	102	21
V55	34	306	50	26	26	22
V56	64	387	36	249	363	4
V57	10	101	9	42	289	33
V58	41	104	6	1	26	17
V59	36	2	128	50	8	13
V60	83	95	70	147	0	17
V61	130	84	20	58	0	1
V62	27	130	9	51	66	1
V63	80	0	29	94	0	0
V64	108	12	114	63	30	107
V65	0	146	244	27	21	36
V66	168	11	195	3	147	4
V67	3	1	2	26	13	12
V68	0	0	121	3	9	0
V69	4	15	7	2	14	18
V70	2	1	2	41	120	40
V71	171	0	2	0	0	87
V72	98	38	11	7	5	1
V73	10	14	0	21	55	50
V74	45	51	31	24	3	202
V75	23	4	46	1	12	12
V76	15	0	66	135	530	19
V77	38	0	3	65	10	18
V78	174	29	11	46	0	93
V79	155	52	22	4	0	451
V80	11	0	18	27	73	18
V81	54	104	107	0	4	0
V82	0	2	110	65	1	0
V83	1	0	9	33	24	32
V84	29	37	10	18	3	62
V85	3	25	0	1	42	35
V86	4	1	63	334	6	54
V87	119	0	89	54	0	6
V88	67	310	29	43	7	50
V89	242	96	60	11	21	3
V90	97	10	30	2	55	1
V91	56	4	67	41	11	19
V92	17	157	7	4	19	20
V93	2	11	0	87	7	82
V94	3	5	18	49	6	1
V95	9	0	18	11	43	49
V96	80	6	56	33	30	26
V97	10	26	44	1	11	1
V98	8	216	5	21	1	6
V99	2	3	6	134	0	47
V100	64	68	17	67	2	1
