Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	116	0	43	12	0	71
V2	81	34	0	48	28	9
V3	126	26	25	5	1	17
V4	59	32	10	5	4	45
V5	16	23	0	69	55	42
V6	12	9	57	61	0	1
V7	5	109	110	32	12	72
V8	116	0	2	3	47	15
V9	191	59	196	51	2	5
V10	4	5	1	51	8	4
V11	7	2	18	20	40	2
V12	5	82	0	1	8	15
V13	166	29	65	11	1	124
V14	78	97	37	160	25	8
V15	113	56	33	164	36	29
V16	10	0	23	76	26	4
V17	8	0	81	151	29	114
V18	70	11	79	32	0	5
V19	17	84	43	12	1	61
V20	84	2	79	14	30	25
V21	0	24	275	9	20	35
V22	17	2	11	12	3	132
V23	70	213	51	11	150	5
V24	1	32	14	92	52	0
V25	35	250	19	33	66	83
V26	73	2	20	74	48	78
V27	122	6	261	19	177	0
V28	1	54	4	66	4	43
V29	32	11	155	22	175	2
V30	201	106	5	0	8	16
V31	26	19	61	32	2	81
V32	18	134	8	6	131	48
V33	67	75	34	32	62	84
V34	7	102	3	28	5	8
V35	141	45	18	136	30	7
V36	0	16	8	2	28	36
V37	51	12	1	42	2	2
V38	6	192	131	8	5	25
V39	33	110	41	48	59	0
V40	443	9	0	10	11	8
V41	7	28	98	5	48	242
V42	0	4	3	23	30	302
V43	220	9	40	99	2	77
V44	110	121	15	37	131	1
V45	326	151	81	14	63	6
V46	273	5	53	15	7	89
V47	44	16	48	19	14	23
V48	217	111	57	13	5	105
V49	16	0	12	70	0	17
V50	25	46	4	14	156	9
V51	10	168	2	115	80	3
V52	52	1	18	62	168	241
V53	107	39	123	181	31	231
V54	10	5	4	1	57	88
V55	14	56	0	2	27	0
V56	17	26	181	50	53	8
V57	60	10	3	8	12	30
V58	95	315	143	91	222	10
V59	0	53	17	1	1	31
V60	86	41	44	76	35	1
V61	1	73	13	37	6	4
V62	68	91	57	1	26	30
V63	12	13	37	11	38	16
V64	0	252	36	30	102	5
V65	4	1	3	0	6	16
V66	33	29	11	40	45	1
V67	0	16	27	0	23	0
V68	373	425	4	21	41	11
V69	15	0	4	365	68	16
V70	135	120	86	18	119	2
V71	184	34	65	8	173	18
V72	7	138	120	4	55	0
V73	24	0	142	0	0	0
V74	0	27	20	198	46	45
V75	23	15	0	10	0	30
V76	72	0	67	82	10	3
V77	160	15	179	12	242	54
V78	23	5	113	68	16	0
V79	2	10	79	1	0	10
V80	216	5	71	12	1	23
V81	39	23	0	99	171	0
V82	9	182	7	1	0	4
V83	87	44	42	83	4	11
V84	15	71	0	27	19	102
V85	228	289	53	116	13	17
V86	24	98	3	1	12	256
V87	2	35	18	4	7	15
V88	4	45	20	37	18	3
V89	310	77	0	40	0	7
V90	266	67	51	14	58	66
V91	14	56	70	46	9	13
V92	36	133	16	8	49	10
V93	0	85	13	98	29	0
V94	95	148	31	87	142	39
V95	50	147	46	173	6	120
V96	67	7	66	1	6	72
V97	9	64	59	13	137	7
V98	159	328	38	6	48	16
V99	2	49	113	0	6	7
V100	15	49	4	0	1	0
