Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	256	19	87	6	123	9
V2	63	21	13	130	19	2
V3	231	28	20	12	45	17
V4	533	14	53	6	127	29
V5	0	37	42	173	52	167
V6	0	49	0	70	47	10
V7	201	208	52	17	26	93
V8	28	156	278	34	101	37
V9	0	37	130	57	28	125
V10	3	1	2	11	0	0
V11	278	23	3	101	12	54
V12	39	74	23	0	0	168
V13	90	77	114	28	23	82
V14	135	22	23	0	0	0
V15	57	28	7	14	55	30
V16	59	33	76	32	5	9
V17	177	8	56	12	62	282
V18	12	1	60	111	17	5
V19	117	100	80	12	27	12
V20	5	167	91	147	33	5
V21	0	11	24	40	0	80
V22	40	42	38	10	93	72
V23	28	27	0	67	0	23
V24	208	14	9	73	1	11
V25	58	203	51	17	3	37
V26	86	3	49	71	95	3
V27	0	117	214	27	0	108
V28	78	12	61	113	20	10
V29	131	8	96	27	136	33
V30	591	88	0	34	0	0
V31	375	127	43	47	1	10
V32	0	14	86	53	0	17
V33	28	1	70	90	99	6
V34	144	48	44	107	47	136
V35	1	51	134	163	132	6
V36	1	9	22	5	11	6
V37	62	84	0	92	0	10
V38	9	14	19	76	219	30
V39	9	36	14	0	0	5
V40	96	9	153	14	0	28
V41	87	12	200	27	19	35
V42	18	96	427	47	108	162
V43	147	3	88	218	9	14
V44	24	1	65	28	118	65
V45	2	70	8	10	30	28
V46	0	0	0	24	0	497
V47	11	48	459	33	36	2
V48	47	183	176	46	1	41
V49	205	63	0	0	0	15
V50	1	51	6	12	38	2
V51	179	103	0	21	56	32
V52	273	107	9	39	58	43
V53	131	7	0	31	52	0
V54	0	0	36	74	0	9
V55	34	41	27	108	11	22
V56	0	7	0	13	0	43
V57	510	115	25	17	12	2
V58	66	126	11	4	95	25
V59	18	44	9	29	43	4
V60	124	6	113	0	44	48
V61	11	3	128	11	85	16
V62	56	18	35	6	377	144
V63	171	221	576	49	1	2
V64	21	16	32	104	0	0
V65	3	56	17	254	49	3
V66	1	64	72	25	13	65
V67	67	46	8	102	59	2
V68	199	130	22	43	8	117
V69	76	45	0	0	0	0
V70	0	12	14	38	95	0
V71	71	10	1	57	2	105
V72	453	0	0	0	175	0
V73	82	0	67	30	118	0
V74	54	84	10	12	9	152
V75	24	384	89	26	10	67
V76	0	80	39	11	0	17
V77	5	3	0	0	29	8
V78	17	189	0	0	12	24
V79	68	177	0	0	70	0
V80	74	915	36	22	15	8
V81	133	7	16	10	30	0
V82	40	2	28	56	2	2
V83	36	18	37	0	4	0
V84	0	0	0	116	0	30
V85	0	0	0	28	0	46
V86	8	77	21	2	5	2
V87	29	21	28	0	13	0
V88	98	21	17	10	1	198
V89	2	66	47	2	19	2
V90	16	38	29	533	5	22
V91	17	0	32	69	76	0
V92	0	0	0	263	0	69
V93	4	48	51	176	33	80
V94	69	53	84	15	21	27
V95	0	0	94	17	354	0
V96	25	3	22	11	27	6
V97	0	0	0	16	360	16
V98	0	48	0	44	66	63
V99	76	34	45	87	4	19
V100	2	67	1	23	4	43
