Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	32	25	112	18	170	4
V2	111	49	144	539	5	40
V3	22	40	6	128	35	51
V4	43	24	94	29	17	4
V5	48	31	15	156	47	71
V6	82	6	85	16	46	30
V7	523	26	38	0	0	0
V8	23	0	30	0	28	75
V9	66	7	310	20	164	42
V10	300	0	0	169	0	0
V11	20	0	106	0	90	0
V12	47	307	5	120	3	57
V13	143	23	32	4	12	121
V14	0	0	61	36	113	167
V15	527	72	0	0	0	0
V16	95	25	37	4	4	36
V17	68	12	6	44	7	3
V18	28	27	0	0	43	0
V19	5	13	32	30	18	100
V20	45	7	82	0	0	12
V21	72	9	18	77	9	3
V22	0	33	0	51	27	137
V23	5	48	194	26	74	79
V24	0	198	63	0	126	0
V25	51	0	38	0	10	0
V26	13	4	144	5	6	117
V27	291	100	26	7	24	8
V28	0	542	0	0	0	0
V29	127	17	134	1	74	94
V30	39	6	5	0	6	7
V31	0	0	143	0	106	48
V32	39	0	88	0	0	0
V33	5	1	12	1	47	69
V34	1	163	154	108	46	22
V35	4	26	21	46	117	28
V36	0	0	404	0	67	0
V37	20	0	10	114	0	0
V38	42	18	74	18	0	0
V39	86	2	46	4	18	41
V40	26	19	52	3	68	33
V41	102	2	8	84	14	151
V42	13	39	0	0	54	36
V43	343	1	2	35	9	112
V44	5	6	87	20	1	62
V45	28	0	73	0	59	0
V46	73	27	3	80	127	17
V47	163	19	0	51	0	0
V48	2	4	107	39	64	3
V49	506	72	1	14	4	36
V50	118	5	61	2	44	12
V51	6	18	39	21	9	123
V52	29	155	142	0	0	0
V53	1	11	168	330	64	69
V54	12	109	0	0	182	0
V55	60	7	63	18	6	3
V56	1	154	21	3	76	65
V57	20	61	2	4	75	22
V58	272	82	38	5	41	78
V59	1	8	135	83	34	83
V60	84	74	7	181	18	10
V61	0	0	149	0	222	0
V62	122	102	49	19	80	27
V63	20	21	43	0	0	29
V64	64	97	32	0	0	77
V65	40	463	72	134	5	34
V66	44	87	49	38	1	29
V67	9	23	46	176	2	43
V68	39	0	15	0	20	11
V69	33	21	0	77	0	56
V70	3	113	11	1	5	3
V71	0	0	3	12	33	6
V72	10	14	0	29	234	60
V73	0	0	0	0	127	146
V74	120	59	42	11	52	18
V75	38	8	125	9	10	13
V76	15	12	0	0	7	40
V77	55	0	0	221	12	60
V78	147	43	16	53	34	28
V79	7	151	0	0	104	0
V80	174	25	179	0	73	0
V81	138	2	47	72	19	7
V82	5	37	2	3	16	9
V83	102	0	0	84	153	28
V84	0	23	34	0	8	9
V85	10	8	0	0	100	0
V86	79	52	29	28	63	14
V87	5	632	50	43	3	43
V88	17	11	28	31	16	6
V89	44	8	0	210	0	0
V90	117	102	202	70	5	29
V91	43	5	35	11	8	11
V92	18	25	16	27	17	238
V93	0	325	0	0	23	32
V94	21	27	74	4	157	13
V95	0	0	17	0	128	0
V96	51	209	81	141	6	30
V97	8	46	22	47	20	88
V98	35	9	16	109	4	95
V99	18	17	309	70	5	82
V100	3	19	1	29	3	2
