Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	52	3	53	36	67	13
V2	61	5	160	45	10	36
V3	13	226	13	86	2	4
V4	74	3	107	16	3	68
V5	85	73	1	6	20	11
V6	58	0	147	221	76	293
V7	55	102	52	24	32	55
V8	0	16	54	2	114	104
V9	87	4	46	8	75	44
V10	110	165	12	105	117	1
V11	73	230	55	116	65	6
V12	6	17	2	1	9	160
V13	0	2	604	70	6	2
V14	92	28	80	41	29	3
V15	41	377	61	116	94	11
V16	35	53	219	85	103	77
V17	60	25	14	145	25	12
V18	2	20	7	38	101	5
V19	16	11	10	9	3	3
V20	20	0	2	9	13	3
V21	273	174	45	6	15	1
V22	8	291	26	118	207	14
V23	3	98	124	42	29	2
V24	94	140	58	122	51	4
V25	114	536	12	45	46	44
V26	15	11	0	60	32	58
V27	16	31	8	211	29	35
V28	67	1	8	1	80	54
V29	9	21	93	137	9	18
V30	6	6	418	13	0	88
V31	87	87	16	112	1	4
V32	324	142	13	13	14	9
V33	43	22	252	15	100	0
V34	161	8	6	23	85	1
V35	86	233	89	9	36	52
V36	7	64	34	33	15	18
V37	1	42	6	30	53	10
V38	93	140	48	15	203	8
V39	21	25	53	37	21	73
V40	119	137	164	179	14	2
V41	32	92	2	3	159	13
V42	363	86	210	48	86	14
V43	0	9	1	100	0	3
V44	47	4	23	0	116	0
V45	38	23	3	95	6	10
V46	6	85	0	22	247	19
V47	26	0	0	15	194	13
V48	0	15	20	124	15	217
V49	4	3	34	444	51	2
V50	63	0	143	1	23	121
V51	8	0	5	111	13	76
V52	57	84	43	73	53	139
V53	29	171	25	126	48	5
V54	17	166	7	30	12	13
V55	2	3	7	64	95	29
V56	23	3	48	5	3	23
V57	129	19	143	349	71	10
V58	62	56	0	7	0	53
V59	7	91	88	44	95	27
V60	23	97	87	83	113	116
V61	64	45	100	1	23	3
V62	40	16	9	74	158	3
V63	159	1	29	6	18	7
V64	114	72	84	1	91	62
V65	20	3	97	5	38	5
V66	147	1	111	4	171	42
V67	19	77	113	2	138	5
V68	134	3	121	5	6	6
V69	337	34	3	44	1	228
V70	3	273	28	14	78	148
V71	79	9	19	10	4	12
V72	128	18	3	188	0	7
V73	40	2	54	50	0	3
V74	14	174	159	17	4	76
V75	78	70	6	1	206	4
V76	8	4	0	22	55	0
V77	86	0	4	52	51	0
V78	254	2	0	1	99	3
V79	316	7	16	86	79	18
V80	2	113	97	12	5	9
V81	1	83	159	20	2	14
V82	39	4	11	21	1	1
V83	0	0	144	54	16	4
V84	72	113	0	9	40	149
V85	40	11	86	2	87	32
V86	78	223	12	19	7	68
V87	16	9	43	0	169	8
V88	1	32	241	25	63	67
V89	82	21	31	45	53	1
V90	0	1	15	125	42	119
V91	7	3	11	38	16	84
V92	62	60	23	1	4	99
V93	128	2	2	473	12	54
V94	37	1	0	4	31	9
V95	86	69	95	31	35	0
V96	4	0	0	7	22	66
V97	9	28	1	15	43	44
V98	165	0	0	16	175	300
V99	311	61	19	32	59	142
V100	4	3	3	29	20	34
