Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	416	16	100	5	6	6
V2	10	275	11	5	1	5
V3	53	122	76	0	8	14
V4	2	291	211	59	39	36
V5	5	112	0	166	3	8
V6	9	13	2	128	24	25
V7	215	313	32	33	8	3
V8	175	71	16	0	17	0
V9	5	103	0	5	27	0
V10	212	88	0	137	22	27
V11	389	2	37	83	26	27
V12	104	378	193	65	14	164
V13	43	175	5	5	61	3
V14	6	14	24	61	5	45
V15	7	8	128	6	137	16
V16	99	2	57	151	42	27
V17	63	2	3	23	131	30
V18	233	10	26	110	82	8
V19	8	99	28	31	64	3
V20	72	34	68	416	78	57
V21	48	0	97	40	39	22
V22	12	72	9	0	14	2
V23	64	40	60	71	5	215
V24	272	56	4	6	78	171
V25	20	80	325	21	89	4
V26	77	7	18	16	2	106
V27	41	86	51	52	0	2
V28	46	1	13	0	224	9
V29	50	2	10	81	87	6
V30	23	151	395	0	8	14
V31	109	60	10	1	55	1
V32	11	6	15	20	24	0
V33	1	0	7	0	55	0
V34	30	44	37	1	27	73
V35	41	0	58	61	0	71
V36	0	33	18	0	7	3
V37	61	657	28	15	64	121
V38	24	13	1	2	23	9
V39	0	2	6	51	17	1
V40	9	26	1	78	5	4
V41	40	66	0	59	22	8
V42	29	12	18	110	7	1
V43	2	0	4	30	8	51
V44	9	48	0	73	8	1
V45	43	12	17	116	10	1
V46	3	10	22	105	3	0
V47	1	645	104	0	5	27
V48	39	5	45	5	93	1
V49	191	21	55	133	13	82
V50	230	125	0	3	0	16
V51	60	36	60	33	28	21
V52	267	12	0	0	29	7
V53	3	11	48	0	1	14
V54	11	14	36	0	54	27
V55	0	1	67	5	3	154
V56	0	24	0	8	16	45
V57	169	181	6	76	2	25
V58	36	3	7	0	2	3
V59	41	8	604	88	0	117
V60	9	116	83	14	145	2
V61	26	87	2	106	38	1
V62	18	2	57	65	4	38
V63	3	66	17	63	33	80
V64	196	1	34	71	0	0
V65	31	39	0	19	40	66
V66	33	2	6	7	37	86
V67	326	10	33	0	3	35
V68	252	1	23	40	8	48
V69	8	31	1	0	55	7
V70	3	0	0	3	0	0
V71	13	3	50	3	12	3
V72	1	47	108	0	1	42
V73	151	11	45	7	18	83
V74	7	5	31	21	8	4
V75	14	3	19	0	0	46
V76	16	103	0	0	2	65
V77	28	23	16	0	10	0
V78	20	6	86	16	4	25
V79	20	115	0	22	55	59
V80	1	19	151	19	25	13
V81	144	0	30	71	7	0
V82	87	88	4	145	10	87
V83	26	57	6	8	0	0
V84	262	0	0	41	12	0
V85	7	0	33	3	2	91
V86	22	71	11	112	14	174
V87	50	53	6	9	19	0
V88	3	108	5	20	11	0
V89	1	33	180	12	13	16
V90	202	49	155	32	42	38
V91	136	15	20	18	125	56
V92	74	16	18	1	7	7
V93	70	87	109	20	207	13
V94	5	249	5	28	26	33
V95	22	84	137	38	164	1
V96	244	14	29	16	196	1
V97	1	34	129	6	19	67
V98	8	248	1	42	8	32
V99	7	23	0	13	9	0
V100	2	3	17	45	39	20
