Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	304	8	37	1	2	52
V2	97	910	139	31	66	2
V3	65	35	0	0	81	0
V4	121	28	13	76	67	34
V5	29	92	40	1	5	2
V6	30	20	212	59	40	95
V7	3	6	75	0	0	34
V8	9	116	107	122	48	15
V9	8	2	0	0	2	128
V10	15	7	73	62	1	20
V11	109	66	0	131	10	9
V12	94	0	0	0	20	0
V13	9	66	57	311	69	9
V14	81	9	338	28	3	42
V15	116	60	17	100	66	5
V16	203	42	0	9	15	23
V17	3	344	23	1	6	2
V18	52	10	20	102	84	6
V19	65	1	11	37	1	85
V20	306	0	3	0	1	7
V21	97	89	12	41	11	90
V22	38	71	72	30	11	29
V23	854	349	14	4	63	9
V24	28	248	69	29	19	2
V25	6	95	19	58	107	175
V26	17	16	13	155	11	16
V27	165	15	62	21	40	10
V28	153	14	13	64	25	29
V29	67	31	196	54	4	6
V30	10	69	91	27	421	9
V31	15	60	4	28	10	251
V32	110	8	10	93	80	0
V33	48	74	28	76	200	70
V34	0	7	0	0	13	47
V35	3	109	125	2	86	241
V36	12	311	196	21	0	92
V37	85	49	6	25	26	1
V38	254	11	4	38	2	188
V39	72	2	36	17	195	10
V40	0	0	5	3	7	8
V41	28	10	19	1	15	26
V42	0	46	47	90	3	6
V43	56	251	19	0	8	46
V44	60	11	212	29	4	34
V45	217	5	0	5	4	9
V46	88	27	12	3	66	11
V47	256	296	0	38	59	74
V48	1	143	38	148	156	3
V49	173	136	26	53	233	25
V50	21	0	86	13	34	1
V51	53	0	0	5	42	105
V52	22	132	7	993	49	45
V53	60	61	59	353	21	6
V54	19	108	0	15	4	5
V55	221	118	80	16	15	113
V56	221	33	17	246	0	62
V57	102	4	60	9	111	1
V58	4	92	153	26	77	14
V59	10	48	36	18	63	152
V60	2	13	174	0	2	1
V61	10	158	226	41	135	16
V62	0	164	29	16	4	4
V63	49	63	66	8	313	2
V64	292	0	101	32	25	119
V65	0	105	45	0	35	33
V66	129	43	12	171	16	38
V67	98	116	89	6	14	33
V68	13	30	27	58	103	32
V69	221	65	60	72	10	17
V70	37	8	19	44	88	16
V71	44	40	21	1	69	12
V72	3	130	1	45	5	5
V73	32	22	132	59	16	3
V74	6	154	21	3	0	7
V75	363	61	444	7	9	53
V76	158	141	23	13	0	48
V77	15	229	421	45	31	63
V78	1	193	0	3	127	13
V79	102	68	3	154	16	5
V80	93	29	72	153	36	27
V81	82	82	0	21	99	15
V82	117	37	38	24	9	15
V83	200	123	8	18	15	40
V84	85	64	4	16	66	4
V85	8	8	10	37	20	57
V86	48	26	84	154	10	8
V87	27	115	23	6	6	20
V88	16	53	29	3	42	42
V89	54	2	0	4	217	88
V90	13	26	0	0	0	5
V91	30	202	228	200	2	16
V92	52	13	66	1	41	2
V93	0	18	104	0	44	3
V94	20	25	21	61	15	10
V95	6	1	40	13	100	0
V96	344	129	49	183	4	290
V97	81	5	29	6	46	1
V98	33	87	4	3	13	42
V99	75	188	46	16	14	70
V100	2	56	34	4	0	2
