Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	0	125	0	125	14	0
V2	114	19	107	7	16	52
V3	0	0	0	9	45	29
V4	16	39	3	76	119	59
V5	1	28	12	13	66	33
V6	28	64	104	13	1	49
V7	7	110	59	10	72	35
V8	57	0	163	559	0	69
V9	19	5	0	5	5	0
V10	42	26	3	75	2	42
V11	93	15	62	0	0	11
V12	25	27	0	31	0	0
V13	1	4	38	78	43	129
V14	8	71	6	3	9	29
V15	149	82	476	6	16	61
V16	6	45	108	53	36	12
V17	68	39	26	5	57	1
V18	5	91	12	7	93	2
V19	131	54	1	33	19	13
V20	4	84	88	35	5	69
V21	7	0	18	0	41	47
V22	7	97	74	15	27	2
V23	283	4	11	6	24	55
V24	28	4	35	15	30	71
V25	36	11	5	146	137	5
V26	7	67	1	1	25	72
V27	0	7	0	7	106	104
V28	19	22	30	101	17	87
V29	180	144	42	4	84	11
V30	0	0	17	76	34	9
V31	200	44	84	21	23	29
V32	0	126	15	213	0	13
V33	155	245	48	12	159	42
V34	0	17	46	4	0	19
V35	31	3	4	38	14	28
V36	48	128	50	47	4	195
V37	18	109	0	0	0	8
V38	242	7	26	33	151	7
V39	22	263	24	0	74	287
V40	86	70	36	6	3	2
V41	199	33	114	24	59	43
V42	400	60	1	41	78	21
V43	43	24	68	1	11	8
V44	123	114	89	168	17	46
V45	39	4	30	9	121	128
V46	19	45	0	0	6	0
V47	0	174	19	65	29	49
V48	0	8	67	173	0	0
V49	50	46	86	1	9	17
V50	38	66	144	16	9	1
V51	63	2	201	219	35	10
V52	123	4	30	22	36	3
V53	30	11	121	83	32	238
V54	8	23	19	1	6	52
V55	81	57	77	0	30	0
V56	143	0	284	0	0	0
V57	4	234	16	88	12	125
V58	17	3	23	1	113	5
V59	57	7	188	2	77	168
V60	62	66	1	67	1	6
V61	26	389	56	32	3	51
V62	0	15	30	76	30	73
V63	7	257	6	22	162	23
V64	26	218	43	12	17	22
V65	45	0	0	0	348	0
V66	18	186	123	12	149	2
V67	520	3	93	60	235	161
V68	46	12	29	80	14	99
V69	283	8	0	9	96	57
V70	2	110	46	74	6	5
V71	7	71	76	211	12	55
V72	277	57	540	12	41	17
V73	1	2	119	12	15	7
V74	132	7	1	12	236	3
V75	1	62	32	7	29	49
V76	0	15	27	47	148	181
V77	58	19	83	90	2	2
V78	367	4	62	28	43	7
V79	16	4	136	88	2	165
V80	55	300	0	0	0	142
V81	13	110	14	17	0	0
V82	0	0	0	72	0	170
V83	24	239	10	98	41	7
V84	58	8	54	48	0	45
V85	9	3	3	9	90	101
V86	14	4	47	27	53	15
V87	10	67	1	159	52	21
V88	268	59	6	15	63	1
V89	0	64	132	312	0	65
V90	0	123	0	316	0	0
V91	4	18	5	7	225	11
V92	195	125	15	63	48	119
V93	136	0	0	37	11	8
V94	28	283	155	92	163	12
V95	18	19	180	137	3	25
V96	14	0	23	17	0	2
V97	38	22	179	0	0	131
V98	0	7	89	92	0	0
V99	4	0	2	0	49	4
V100	85	13	16	6	11	41
