Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	46	4	29	40	66	5
V2	15	93	12	2	29	12
V3	39	19	8	4	28	96
V4	161	123	1	1	9	40
V5	31	16	16	90	92	21
V6	0	0	0	18	43	36
V7	0	0	51	0	0	8
V8	13	11	7	24	18	58
V9	1	3	50	4	42	18
V10	0	128	0	25	150	0
V11	111	18	43	44	0	0
V12	59	15	111	1	5	31
V13	17	16	46	13	4	13
V14	258	23	29	89	3	60
V15	0	192	0	0	0	27
V16	89	80	232	110	47	3
V17	235	14	11	1	15	104
V18	159	42	29	146	24	7
V19	11	98	43	52	0	0
V20	353	197	0	0	0	0
V21	76	85	8	131	149	31
V22	72	92	18	28	23	0
V23	55	10	19	5	5	20
V24	730	65	1	44	6	89
V25	39	21	61	0	53	10
V26	163	118	0	67	40	52
V27	43	129	48	0	12	0
V28	44	16	40	221	412	17
V29	96	0	0	73	380	0
V30	52	190	4	12	3	31
V31	519	0	37	0	160	168
V32	14	243	0	0	0	0
V33	109	127	55	1	1	3
V34	0	0	0	16	117	0
V35	0	61	17	75	63	26
V36	28	228	0	215	0	0
V37	1	6	27	57	1	38
V38	15	35	0	60	25	36
V39	0	86	59	62	0	0
V40	92	0	70	15	16	0
V41	116	5	100	38	191	1
V42	52	0	0	337	36	100
V43	23	22	18	106	12	0
V44	16	2	264	2	15	10
V45	22	22	128	5	6	6
V46	0	4	6	0	0	40
V47	164	54	211	28	73	0
V48	23	20	9	68	0	13
V49	141	23	0	0	0	29
V50	93	202	112	16	99	45
V51	113	5	10	229	38	32
V52	87	21	51	6	292	27
V53	0	0	0	67	26	0
V54	0	0	53	215	0	114
V55	78	182	61	69	8	94
V56	0	16	0	6	0	9
V57	0	82	33	29	0	0
V58	36	5	22	7	2	37
V59	20	9	28	7	42	10
V60	63	31	15	9	13	30
V61	116	14	51	0	39	51
V62	75	128	206	0	0	0
V63	106	11	43	120	7	13
V64	10	7	71	35	24	31
V65	220	47	126	0	0	112
V66	43	100	78	0	0	110
V67	75	23	7	16	231	4
V68	77	33	50	86	0	0
V69	0	202	0	49	0	0
V70	34	19	15	153	0	0
V71	59	7	15	2	41	67
V72	0	39	133	0	9	0
V73	149	38	40	0	60	0
V74	114	74	7	11	68	53
V75	216	16	2	28	19	36
V76	104	41	205	183	0	0
V77	171	46	170	27	14	1
V78	44	65	34	22	2	53
V79	42	101	1	9	67	18
V80	59	91	47	0	0	0
V81	7	141	161	10	4	6
V82	599	46	187	0	0	152
V83	3	0	61	7	0	0
V84	58	71	93	14	6	34
V85	101	37	0	0	62	230
V86	41	7	28	16	20	8
V87	53	31	149	7	40	116
V88	32	11	57	0	45	96
V89	45	58	194	21	18	3
V90	12	114	30	55	0	114
V91	0	11	25	19	75	0
V92	258	209	40	36	26	49
V93	49	88	0	12	14	0
V94	41	66	0	10	27	20
V95	0	0	60	24	70	92
V96	65	9	0	28	68	0
V97	65	261	0	96	0	49
V98	109	208	49	0	0	0
V99	24	25	0	0	0	4
V100	92	36	20	1	114	60
