Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	16	142	3	13	0	201
V2	28	87	13	54	135	2
V3	31	21	30	30	7	14
V4	79	2	0	8	0	77
V5	118	73	242	56	74	21
V6	38	136	4	188	40	1
V7	0	56	34	82	25	46
V8	93	46	82	447	30	46
V9	74	96	121	9	38	164
V10	0	33	39	91	50	113
V11	7	72	27	0	13	127
V12	27	3	10	0	22	11
V13	39	27	1	0	17	13
V14	225	100	55	0	12	37
V15	24	20	25	17	0	0
V16	6	51	37	0	48	87
V17	103	107	223	46	79	14
V18	100	23	123	52	69	44
V19	218	89	36	84	13	39
V20	205	3	49	147	0	7
V21	0	119	4	26	8	56
V22	140	0	195	61	29	99
V23	159	34	47	54	320	49
V24	3	102	49	42	18	13
V25	370	160	159	0	126	44
V26	0	0	9	6	7	5
V27	1	188	6	0	133	2
V28	19	178	197	160	81	29
V29	67	62	178	78	159	62
V30	9	1	0	4	0	8
V31	78	44	32	21	28	6
V32	228	0	232	11	0	137
V33	12	3	137	115	5	14
V34	11	1	6	11	0	51
V35	85	19	22	11	57	1
V36	11	30	1	2	9	84
V37	22	142	7	50	5	47
V38	15	11	9	22	2	48
V39	75	26	129	5	98	65
V40	87	0	20	24	80	5
V41	13	76	32	102	6	0
V42	8	21	61	11	47	0
V43	99	7	11	0	52	24
V44	0	9	85	1	0	32
V45	175	169	38	0	58	55
V46	22	88	14	131	9	0
V47	1	281	87	9	55	135
V48	139	136	10	46	21	43
V49	119	1	11	40	70	12
V50	87	65	350	5	19	16
V51	79	50	49	5	26	1
V52	4	35	33	2	217	22
V53	0	10	0	101	0	43
V54	208	351	58	311	26	120
V55	0	56	80	17	50	24
V56	18	3	107	65	43	1
V57	274	10	156	12	50	134
V58	18	9	78	118	27	19
V59	212	163	34	0	12	18
V60	45	56	2	12	30	72
V61	0	1	349	94	0	111
V62	10	0	0	44	142	54
V63	24	82	60	6	100	2
V64	18	50	43	173	71	18
V65	9	123	148	13	51	2
V66	104	9	4	2	78	27
V67	80	0	464	115	0	27
V68	0	55	136	0	20	1
V69	271	39	0	2	2	28
V70	38	50	22	85	68	9
V71	9	40	93	2	0	1
V72	23	0	3	15	0	15
V73	53	5	9	19	20	33
V74	505	126	2	103	2	48
V75	9	20	15	3	6	284
V76	0	56	1	120	21	32
V77	344	61	11	0	443	8
V78	144	6	2	27	75	139
V79	0	98	3	21	1	8
V80	40	10	48	26	5	31
V81	1	6	56	83	36	77
V82	23	54	9	14	200	8
V83	75	2	3	20	23	78
V84	98	1	147	50	35	14
V85	161	256	79	47	77	0
V86	23	9	20	108	9	26
V87	15	30	4	21	72	0
V88	9	3	11	30	5	7
V89	176	293	138	56	114	5
V90	0	75	2	3	0	40
V91	29	18	4	6	205	15
V92	33	114	145	5	104	62
V93	19	11	11	227	8	69
V94	6	5	12	39	4	8
V95	14	402	15	130	11	14
V96	20	14	39	79	0	5
V97	11	191	76	50	6	3
V98	20	15	105	0	2	7
V99	20	9	206	161	76	155
V100	0	211	4	0	12	8
